+     	+     	SIN NOMBRE                                                  	0000+	 	F		 
18339 	18339 	CIJUELA                                                     	00018	 	F		 
28480 	28480 	MADRID                                                      	00028	 	F		 
11170 	11170 	MEDINA-SIDONIA                                              	11004	 	F		 
41006 	41006 	SEVILLA                                                     	00041	 	F		 
03420 	03420 	CASTALLA                                                    	03688	053	F		 
28529 	28529 	RIVAS-VACIAMADRID                                           	00028	 	F		 
03205 	03205 	ELCHE                                                       	03688	 	F		 
28224 	28224 	POZUELO DE ALARCON                                          	00028	 	F		 
42002 	42002 	SORIA                                                       	00042	 			 
46530 	46530 	PUZOL                                                       	46071	 	F		 
03830 	03830 	MURO DE ALCOY                                               	03688	 	F		 
03181 	03181 	TORREVIEJA                                                  	03688	 	F		 
46180 	46180 	BENAGUASIL                                                  	46071	 	F		 
28049 	28049 	MADRID                                                      	00028	 	F		 
18006 	18006 	GRANADA                                                     	00018	 	F		 
24001 	24001 	LEON                                                        	00024	 	F		 
03159 	03159 	DAYA NUEVA                                                  	00003	 			 
12000 	12540 	VILLA REAL                                                  	00012	 			 
04003 	04003 	ALMERIA                                                     	04003	 			 
14014 	14014 	CORDOBA                                                     	00014	 			 
04638 	04638 	MOJACAR                                                     	00004	 	F		 
08100 	08100 	MOLLET DEL VALLES                                           	00008	 	F		 
35500 	35500 	ARRECIFE                                                    	00100	 	F		 
25132 	25132 	BENAVENT DE SEGRIA                                          	00025	 	F		 
04700 	04700 	EL EJIDO                                                    	00004	 	F		 
47002 	47002 	VALLADOLID                                                  	00047	 	F		 
18817 	18817 	BENAMAUREL                                                  	00018	 	F		 
19171 	19171 	CABANILLES DEL CAMPO                                        	00019	 	F		 
46711 	46711 	GUARDAMAR                                                   	46071	 	F		 
04890 	04890 	SERON                                                       	00004	 	F		 
48003 	48003 	BILBAO                                                      	00048	 	F		 
48460 	48460 	ORDUÑA                                                      	00048	 	F		 
28210 	28210 	VALDEMORILLO                                                	00028	 	F		 
23005 	23005 	JAEN                                                        	00023	 	F		 
04230 	04230 	HUERCAL DE ALMERIA                                          	00004	 	F		 
03669 	03669 	LA ROMANA                                                   	03688	 			 
28412 	28412 	CERCEDA                                                     	00028	 	F		 
18370 	18370 	MORALEDA DE ZAFAYONA                                        	00018	 	F		 
28018 	28018 	MADRID                                                      	00028	 	F		 
37619 	37619 	HERGUIJUELA DE LA SIERRA                                    	00037	 	F		 
15160 	15160 	SADA                                                        	00015	 	F		 
46013 	46013 	VALENCIA                                                    	46071	 	F		 
02080 	02080 	ALBACETE                                                    	00002	 	F		 
07620 	07620 	LLUCMAJOR                                                   	00007	 	F		 
08023 	08023 	BARCELONA                                                   	00008	 	F		 
08921 	08921 	SANTA COLOMA DE GRAMANET                                    	00008	 	F		 
46946 	46946 	POZUELO DE ALARCON                                          	00028	 	F		 
03570 	03570 	VILLAJOYOSA                                                 	03688	 			 
39011 	39011 	SANTANDER                                                   	00039	 	F		 
003189	003189	ORIHUELA                                                    	03688	 	F		 
08960 	08960 	SANT JUST DESVERN                                           	00008	 	F		 
03295 	03295 	ELCHE                                                       	03688	 	F		 
28514 	28514 	NUEVO BAZTAN                                                	00028	 	F		 
03668 	03668 	LA ALGUEÑA                                                  	03688	 	F		 
36208 	36208 	VIGO                                                        	00036	 			 
46470 	46470 	CATARROJA                                                   	46071	 	F		 
02003 	02003 	ALBACETE                                                    	00002	A	F		 
03040 	03040 	ALICANTE                                                    	00003	014	F		 
03330 	03330 	CREVILLENTE                                                 	00003	A	F		 
03725 	03725 	TEULADA                                                     	00003	A	F		 
0565  	0565  	SIN NOMBRE                                                  	00005	 	F		 
08028 	08028 	BARCELONA                                                   	00008	 	F		 
11500 	11500 	PUERTO STA.MARIA                                            	00011	 	F		 
15008 	15008 	LA CORUÑA                                                   	00015	 	F		 
21001 	21001 	HUELVA                                                      	00021	 	F		 
27150 	27150 	OTERO DE REY                                                	00027	 	F		 
28027 	28027 	MADRID                                                      	00028	 	F		 
28292 	28292 	LAS ZORRERAS-ESCORRI                                        	00028	 	F		 
29590 	29590 	CAMPANILLAS                                                 	00029	 	F		 
35003 	35003 	LAS PALMAS G.CANARIA                                        	00035	 	F		 
38006 	38006 	STA.CRUZ TENERIFE                                           	00038	 	F		 
41950 	41950 	CASTILLEJO DE CUESTA                                        	00041	 	F		 
46010 	46010 	VALENCIA                                                    	00046	 	F		 
46680 	46680 	ALGEMESI                                                    	00046	 	F		 
630   	630   	SIN NOMBRE                                                  	00063	 	F		 
28410 	28410 	MANZANARES EL REAL                                          	00028	 	F		 
30648 	30648 	ABANILLA                                                    	00030	001	F		 
30512 	30512 	ALJUCER-CAMINO MOLINO BATAN                                 	00030	030	F		 
30400 	30400 	CARAVACA DE LA CRUZ                                         	00030	015	F		 
30365 	30365 	CARTAGENA                                                   	00030	016	F		 
30439 	30439 	CEHEGIN                                                     	00030	017	F		 
30630 	30630 	FORTUNA                                                     	00030	020	F		 
306291	306291	LA MATANZA                                                  	00030	030	F		 
30893 	30893 	LORCA                                                       	00030	024	F		 
301601	301601	MONTEAGUDO                                                  	00030	030	F		 
30109 	30109 	MURCIA                                                      	00030	 	F		 
300061	300061	PUENTE TOCINOS                                              	00030	030	F		 
30151 	30151 	SANTO ANGEL                                                 	00030	030	F		 
305901	305901	SUCINA                                                      	00030	030	F		 
30167 	30167 	MURCIA                                                      	00030	030	F		 
30868?	30868 	ISLA PLANA                                                  	00030	 	F		 
23320 	23320 	TORREPEROGIL                                                	00023	 	F		 
16002 	16002 	CUENCA                                                      	00016	 	F		 
CIEZA 	CIEZA 	SIN NOMBRE                                                  	000CI	 	F		 
030160	030160	LA ALBUFERA                                                 	00003	 	F		 
45701 	45701 	HERTEN                                                      	00054	 			 
03760 	03760 	ALICANTE                                                    	03688	014			 
03740 	03740 	GATA DE GORGOS                                              	03688	 	F		 
28944 	28944 	FUENLABRADA                                                 	00028	 	F		 
03015 	03015 	ALICANTE                                                    	03688	014	F		 
23560 	23560 	HUELMA                                                      	00023	 			 
31180 	31180 	ZIZUR MAYOR                                                 	00031	 	F		 
4820  	4820  	VELEZ RUBIO                                                 	00004	 			 
07141 	07141 	MARRATXI                                                    	00007	 	F		 
03502 	03502 	BENIDORM                                                    	00003	 	F		 
28280 	28280 	EL ESCORIAL                                                 	00028	 	F		 
07015 	07015 	PALMA DE MALLORCA                                           	053  	 	F		 
46970 	46970 	ALACUAS                                                     	46071	 	F		 
03730 	03730 	JAVEA                                                       	03688	 	F		 
41020 	41020 	SEVILLA                                                     	00041	 	F		 
41089 	41089 	DOS HERMANAS                                                	00041	 	F		 
23440 	23440 	BAEZA (JAEN)                                                	00023	 	 		 
04721 	04721 	ROQUETAS DE MAR                                             	00004	 	F		 
28902 	28902 	GETAFE                                                      	00028	 	F		 
45600 	45600 	TALAVERA DE LA REINA                                        	00045	 	F		 
48300 	48300 	GUERNICA                                                    	00048	 	F		 
301661	301661	NONDUERMAS                                                  	00030	030	F		 
46550 	46550 	ALBUIXECH                                                   	46071	 			 
04770 	04770 	ADRA                                                        	00004	 	F		 
28440 	28440 	GUADARRAMA                                                  	00028	 	F		 
13300 	13300 	VALDEPEÑAS                                                  	00013	 	F		 
18630 	18630 	OTURA                                                       	00018	 			 
28937 	28937 	MOSTOLES                                                    	00028	 			 
09320 	09320 	COGOLLOS                                                    	00009	 	F		 
36340 	36340 	NIGRAN                                                      	00036	 	F		 
28911 	28911 	LEGANES                                                     	00028	 	F		 
03292 	03292 	ELCHE                                                       	03688	 	F		 
33315 	33315 	VILLAVICIOSA                                                	00033	 	F		 
02409 	02409 	HELLIN                                                      	00002	 	F		 
28660 	28660 	BOADILLA DEL MONTE                                          	00028	 	F		 
28232 	28232 	LAS ROZAS-MADRID                                            	00028	 			 
18004 	18004 	GRANADA                                                     	00018	 	F		 
28690 	28690 	BRUNETE                                                     	00028	 			 
18600 	18600 	MOTRIL                                                      	00018	 	F		 
35009 	35009 	LAS PALMAS G.CANARIA                                        	00035	 	F		 
41927 	41927 	MAIRENA DE ALJARAFE                                         	00041	 	F		 
18130 	18130 	LA MALAHA                                                   	00018	 	F		 
04815 	04815 	CANTORIA                                                    	00004	 	F		 
18100 	18100 	ARMILLA                                                     	00018	 	F		 
28047 	28047 	MADRID                                                      	00028	 	F		 
28691 	28691 	VILLANUEVA DE LA CAÑADA                                     	00028	 	F		 
47004 	47004 	VALLADOLID                                                  	00047	 	F		 
46190 	46190 	RIBA ROJA DEL TURIA                                         	46071	 	F		 
15702 	15702 	SANTIAGO DE COMPOSTELA                                      	00015	 	F		 
28341 	28341 	VALDEMORO                                                   	00028	 	F		 
23170 	23170 	LA GUARDIA DE JAEN                                          	00023	 			 
33550 	33550 	CALZADA DE PONGA                                            	00033	 	F		 
08755 	08755 	CASTELLBISBAL                                               	00008	 	F		 
15864 	15864 	AMES                                                        	00015	 	F		 
08011 	08011 	BARCELONA                                                   	00008	 	F		 
08784 	08784 	PIERA                                                       	00008	 			 
08034 	08034 	BARCELONA                                                   	00008	 	F		 
08500 	08500 	VIC                                                         	00008	 	F		 
29006 	29006 	MALAGA                                                      	00029	 	F		 
12400 	12400 	SEGORBE                                                     	00012	 	F		 
33209 	33209 	GIJON                                                       	00033	 	F		 
48230 	48230 	ELORRIO                                                     	48230	 			 
07007 	07007 	PALMA DE MALLORCA                                           	00007	 			 
02520 	02520 	CHINCHILLA DE MONTE                                         	00002	 			 
12006 	12006 	CASTELLON                                                   	00012	 			 
12600 	12600 	VALL DE UXO                                                 	00012	 			 
12580 	12580 	BENICARLO                                                   	00012	 			 
12528 	12528 	ESLIDA                                                      	00012	 			 
4131  	4131  	BONREPOS                                                    	46071	 			 
29602 	29602 	MARBELLA                                                    	00029	 			 
09240 	09240 	BRIVIESCA                                                   	00009	 			 
46131 	46131 	BONREPOS                                                    	46071	 			 
03720 	03720 	BENISSA                                                     	00003	 			 
46713 	46713 	BELLREGUARD                                                 	03720	 			 
24400 	24400 	PONFERRADA                                                  	00024	 	M		 
04117 	04117 	NIJAR                                                       	04003	 	F		 
28450 	28450 	COLLADO MEDIANO                                             	00028	 			 
28490 	28490 	BECERRIL DE LA SIERRA                                       	00028	 	F		 
50191 	50191 	JUSLIBOL                                                    	00050	 			 
33192 	33192 	LLANERA                                                     	00033	 			 
04002 	04002 	ALMERIA                                                     	00004	 			 
30506 	30506 	MOLINA DE SEGURA                                            	00030	 			 
18720 	18720 	MOTRIL                                                      	00018	 			 
28014 	28014 	MADRID                                                      	00028	 			 
08197 	08197 	VALLDOROIX                                                  	00008	 			 
18140 	18140 	ZUBIA, LA                                                   	00018	 			 
25003 	25003 	LERIDA                                                      	00025	 			 
13640 	13640 	HERENCIA                                                    	00013	 			 
29650 	29650 	MIJAS                                                       	00029	 			 
46780 	46780 	OLIVA                                                       	46071	 			 
20730 	20730 	AZPEITIA                                                    	00020	 			 
03350 	03350 	COX                                                         	03688	 			 
33401 	33401 	AVILES                                                      	00033	 			 
10800 	10800 	CORIA                                                       	00010	 			 
06260 	06260 	MONESTERIO                                                  	00006	 			 
08540 	08540 	CENTELLES                                                   	00008	 			 
28021 	28021 	MADRID                                                      	00028	 			 
07800 	07800 	IBIZA                                                       	053  	 			 
46740 	46740 	CARCAIXENT                                                  	46071	 			 
26001 	26001 	LOGROÑO                                                     	00026	 			 
04368 	04368 	MOJACAR                                                     	04117	 			 
38201 	38201 	LA LAGUNA                                                   	00038	 			 
15901 	15901 	PADRON                                                      	00015	 			 
41003 	41003 	SEVILLA                                                     	00041	 			 
29015 	29015 	MALAGA                                                      	00029	 			 
41440 	41440 	LORA DEL RIO                                                	00041	 			 
35300 	35300 	SANTA BRIGIDA                                               	00035	 			 
02220 	02220 	MONTILLEJA                                                  	00002	 			 
08470 	08470 	SANT CELONI                                                 	00008	 			 
11640 	11640 	BORNOS                                                      	11004	 			 
08018 	08018 	BARCELONA                                                   	00008	 			 
50003 	50003 	ZARAGOZA                                                    	00050	 			 
28530 	28530 	MORATA DE TAJUÑA                                            	00028	 			 
29670 	29670 	MARBELLA                                                    	00029	 			 
03689 	03689 	HONDON DE LOS FRAILES                                       	03688	 			 
46210 	46210 	PICANYA                                                     	46071	 			 
16004 	16004 	CUENCA                                                      	00016	 			 
06200 	06200 	ALMENDRALEJO                                                	00006	 			 
02435 	02435 	SOCOVOS                                                     	00002	 			 
46394 	46394 	RIBARROJA DEL TURIA                                         	46071	 			 
28943 	28943 	FUENLABRADA                                                 	00028	 			 
41909 	41909 	SALTERAS                                                    	00041	 			 
20850 	20850 	OÑATI                                                       	00020	 			 
08223 	08223 	TERRASSA                                                    	00008	 			 
08008 	08008 	BARCELONA                                                   	00008	 			 
04830 	04830 	VELEZ BLANCO                                                	04117	 			 
08227 	08227 	TARRASA                                                     	00008	 			 
12230 	12230 	FANZARA                                                     	00012	 			 
08830 	08830 	SANT BOI DE LLOBREGAT                                       	00008	 			 
19200 	19200 	AZUQUECA DE HENARES                                         	00019	 			 
03699 	03699 	ELDA                                                        	03720	 			 
03187 	03187 	LOS MONTESINOS                                              	03720	 			 
29014 	29014 	MALAGA                                                      	00029	 			 
28290 	28290 	LAS ROZAS                                                   	00028	 			 
03315 	03315 	LA MURADA-ORIHUELA                                          	03720	 			 
04867 	04867 	MACAEL                                                      	04003	 			 
03503 	03503 	BENIDORM                                                    	03720	 			 
31008 	31008 	PAMPLONA                                                    	00031	 			 
15004 	15004 	A CORUÑA                                                    	00015	 			 
20110 	20110 	PASAI ANTXO                                                 	00020	 			 
20014 	20014 	DONOSTIA                                                    	20009	 			 
35320 	35320 	LA VEGA DE SAN MATEO                                        	00035	 			 
03581 	03581 	ALFAZ DEL PI                                                	03720	 			 
47009 	47009 	VALLADOLID                                                  	00047	 			 
06300 	06300 	ZAFRA                                                       	00006	 			 
20800 	20800 	ZARAUTZ                                                     	00020	 			 
46116 	46116 	MASIAS                                                      	46071	 			 
28723 	28723 	PEDREZUELA                                                  	00028	 			 
19290 	19290 	FONTANAR                                                    	00019	 			 
36680 	36680 	A ESTRADA                                                   	00036	 			 
03509 	03509 	FINESTRAT                                                   	03720	 			 
23393 	23393 	VILLARODRIGO                                                	00023	023			 
23460 	23460 	PEARL DE BECERRO                                            	00023	 			 
04810 	04810 	ORIA                                                        	04003	 			 
04271 	04271 	LUBRIN                                                      	04003	 			 
03185 	03185 	TORREVIEJA                                                  	03720	 			 
15888 	15888 	OROSO                                                       	00001	 			 
08002 	08002 	BARCELONA                                                   	00008	 			 
03314 	03314 	ORIHUELA                                                    	03720	033			 
08820 	08820 	EL PRAT DE LLOBREGAT                                        	00008	088			 
08003 	08003 	BARCELONA                                                   	08003	 			 
33440 	33440 	LUANCO                                                      	00033	 			 
03192 	03192 	DEHESA DE CAMPOAMOR                                         	00003	031			 
50012 	50012 	ZARAGOZA                                                    	00050	 			 
33009 	33009 	OVIEDO                                                      	00033	 			 
36205 	36205 	VIGO                                                        	00036	 			 
13500 	13500 	PUERTO LLANO                                                	00013	 			 
45280 	45280 	OLIAS DEL REY                                               	00045	 			 
03650 	03650 	PINOSO                                                      	00003	036			 
46620 	46620 	AYORA                                                       	46071	 			 
23650 	23650 	TORREDONJIMENO                                              	00023	236			 
04279 	04279 	ALMERIA                                                     	04117	 			 
41730 	41730 	LAS CABEZAS DE SAN JUAN                                     	00041	 			 
07820 	07820 	SANT ANTONI DE PORTMANY                                     	053  	 			 
08630 	08630 	ABRERA                                                      	08003	 			 
24411 	24411 	FUENTES NUEVAS (PONFERRADA)                                 	24009	 			 
07009 	07009 	PALMA DE MALLORCA                                           	053  	 			 
03530 	03530 	LA NUCIA                                                    	00003	 			 
28110 	28110 	ALGETE                                                      	00028	281			 
43870 	43870 	AMPOSTA                                                     	00043	438			 
31195 	31195 	AÑEZCAR                                                     	00031	311			 
48930 	48930 	LAS ARENAS                                                  	00048	 			 
08781 	08781 	ELS HOSTALETS DE PIEROLA                                    	08003	 			 
39008 	39008 	SANTANDER                                                   	00039	 			 
39009 	39009 	SANTANDER                                                   	00039	 			 
36310 	36310 	VIGO                                                        	00036	 			 
03169 	03169 	ALGORFA                                                     	00003	031			 
45800 	45800 	QUINTANAR DE LA ORDEN                                       	00045	 			 
46035 	46035 	BENIMAMET                                                   	46071	 			 
12080 	12080 	CASTELLON                                                   	00012	 			 
02490 	02490 	AGRAMON                                                     	00002	 			 
31010 	31010 	BARAÑAIN                                                    	00031	 			 
50013 	50013 	ZARAGOZA                                                    	00050	 			 
29620 	29620 	TORREMOLINOS                                                	00029	 			 
04850 	04850 	CANTORIA                                                    	04117	 			 
04410 	04410 	BENAHADUX                                                   	04117	 			 
03178 	03178 	BENIJOFAR                                                   	03688	031			 
46120 	46120 	ALBORAYA                                                    	46071	 			 
04640 	04640 	PULPI                                                       	00004	040			 
33006 	33006 	OVIEDO                                                      	00033	 			 
08038 	08038 	BARCELONA                                                   	08003	 			 
46111 	46111 	ROCAFORT                                                    	46071	461			 
16235 	16235 	INIESTA                                                     	00016	162			 
50600 	50600 	EJEA DE LOS CABALLEROS                                      	00050	 			 
003300	003300	ORIHUELA                                                    	03688	A			 
